year_film,year_ceremony,ceremony,Category,gender,name,Race,film,winner
1953,1954,26,ACTRESS IN A SUPPORTING ROLE,Female,Donna Reed,White,From Here to Eternity,TRUE
1954,1955,27,Best Actor,Male,Marlon Brando,White,On the Waterfront,TRUE
1954,1955,27,Best Actor in supporting role,Male,Edmond O'Brien,White,The Barefoot Contessa,TRUE
1954,1955,27,Best Actress,Female,Grace Kelly,White,The Country Girl,TRUE
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Female,Eva Marie Saint,White,On the Waterfront,TRUE
1955,1956,28,Best Actor,Male,Ernest Borgnine,White,Marty,TRUE
1955,1956,28,Best Actor in supporting role,Male,Jack Lemmon,White,Mister Roberts,TRUE
1955,1956,28,Best Actress,Female,Anna Magnani,White,The Rose Tattoo,TRUE
1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Female,Jo Van Fleet,White,East of Eden,TRUE
1956,1957,29,Best Actor,Male,Yul Brynner,Asian,The King and I,TRUE
1956,1957,29,Best Actor in supporting role,Male,Anthony Quinn,White,Lust for Life,TRUE
1956,1957,29,Best Actress,Female,Ingrid Bergman,White,Anastasia,TRUE
1956,1957,29,ACTRESS IN A SUPPORTING ROLE,Female,Dorothy Malone,White,Written on the Wind,TRUE
1957,1958,30,Best Actor,Male,Alec Guinness,White,The Bridge on the River Kwai,TRUE
1957,1958,30,Best Actor in supporting role,Male,Red Buttons,White,Sayonara,TRUE
1957,1958,30,Best Actress,Female,Joanne Woodward,White,The Three Faces of Eve,TRUE
1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Female,Miyoshi Umeki,Asian,Sayonara,TRUE
1958,1959,31,Best Actor,Male,David Niven,White,Separate Tables,TRUE
1958,1959,31,Best Actor in supporting role,Male,Burl Ives,White,The Big Country,TRUE
1958,1959,31,Best Actress,Female,Susan Hayward,White,I Want to Live!,TRUE
1958,1959,31,ACTRESS IN A SUPPORTING ROLE,Female,Wendy Hiller,White,Separate Tables,TRUE
1959,1960,32,Best Actor,Male,Charlton Heston,White,Ben-Hur,TRUE
1959,1960,32,Best Actor in supporting role,Male,Hugh Griffith,White,Ben-Hur,TRUE
1959,1960,32,Best Actress,Female,Simone Signoret,White,Room at the Top,TRUE
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Female,Shelley Winters,White,The Diary of Anne Frank,TRUE
1960,1961,33,Best Actor,Male,Burt Lancaster,White,Elmer Gantry,TRUE
1960,1961,33,Best Actor in supporting role,Male,Peter Ustinov,White,Spartacus,TRUE
1960,1961,33,Best Actress,Female,Elizabeth Taylor,White,Butterfield 8,TRUE
1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Female,Shirley Jones,White,Elmer Gantry,TRUE
1961,1962,34,Best Actor,Male,Maximilian Schell,White,Judgment at Nuremberg,TRUE
1961,1962,34,Best Actor in supporting role,Male,George Chakiris,White,West Side Story,TRUE
1961,1962,34,Best Actress,Female,Sophia Loren,White,Two Women,TRUE
1961,1962,34,ACTRESS IN A SUPPORTING ROLE,Female,Rita Moreno,White,West Side Story,TRUE
1962,1963,35,Best Actor,Male,Gregory Peck,White,To Kill a Mockingbird,TRUE
1962,1963,35,Best Actor in supporting role,Male,Ed Begley,White,Sweet Bird of Youth,TRUE
1962,1963,35,Best Actress,Female,Anne Bancroft,White,The Miracle Worker,TRUE
1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Female,Patty Duke,White,The Miracle Worker,TRUE
1963,1964,36,Best Actor,Male,Sidney Poitier,Black,Lilies of the Field,TRUE
1963,1964,36,Best Actor in supporting role,Male,Melvyn Douglas,White,Hud,TRUE
1963,1964,36,Best Actress,Female,Patricia Neal,White,Hud,TRUE
1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Female,Margaret Rutherford,White,The V.I.P.s,TRUE
1964,1965,37,Best Actor,Male,Rex Harrison,White,My Fair Lady,TRUE
1964,1965,37,Best Actor in supporting role,Male,Peter Ustinov,White,Topkapi,TRUE
1964,1965,37,Best Actress,Female,Julie Andrews,White,Mary Poppins,TRUE
1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Female,Lila Kedrova,White,Zorba the Greek,TRUE
1965,1966,38,Best Actor,Male,Lee Marvin,White,Cat Ballou,TRUE
1965,1966,38,Best Actor in supporting role,Male,Martin Balsam,White,A Thousand Clowns,TRUE
1965,1966,38,Best Actress,Female,Julie Christie,White,Darling,TRUE
1965,1966,38,ACTRESS IN A SUPPORTING ROLE,Female,Shelley Winters,White,A Patch of Blue,TRUE
1966,1967,39,Best Actor,Male,Paul Scofield,White,A Man for All Seasons,TRUE
1966,1967,39,Best Actor in supporting role,Male,Walter Matthau,White,The Fortune Cookie,TRUE
1966,1967,39,Best Actress,Female,Elizabeth Taylor,White,Who's Afraid of Virginia Woolf?,TRUE
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Female,Sandy Dennis,White,Who's Afraid of Virginia Woolf?,TRUE
1967,1968,40,Best Actor,Male,Rod Steiger,White,In the Heat of the Night,TRUE
1967,1968,40,Best Actor in supporting role,Male,George Kennedy,White,Cool Hand Luke,TRUE
1967,1968,40,Best Actress,Female,Katharine Hepburn,White,Guess Who's Coming to Dinner,TRUE
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Female,Estelle Parsons,White,Bonnie and Clyde,TRUE
1968,1969,41,Best Actor,Male,Cliff Robertson,White,Charly,TRUE
1968,1969,41,Best Actor in supporting role,Male,Jack Albertson,White,The Subject Was Roses,TRUE
1968,1969,41,Best Actress,Female,Katharine Hepburn,White,The Lion in Winter,TRUE
1968,1969,41,Best Actress,Female,Barbra Streisand,White,Funny Girl,TRUE
1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Female,Ruth Gordon,White,Rosemary's Baby,TRUE
1969,1970,42,Best Actor,Male,John Wayne,White,True Grit,TRUE
1969,1970,42,Best Actor in supporting role,Male,Gig Young,White,"They Shoot Horses, Don't They?",TRUE
1969,1970,42,Best Actress,Female,Maggie Smith,White,The Prime of Miss Jean Brodie,TRUE
1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Female,Goldie Hawn,White,Cactus Flower,TRUE
1970,1971,43,Best Actor,Male,George C. Scott,White,Patton,TRUE
1970,1971,43,Best Actor in supporting role,Male,John Mills,White,Ryan's Daughter,TRUE
1970,1971,43,Best Actress,Female,Glenda Jackson,White,Women in Love,TRUE
1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Female,Helen Hayes,White,Airport,TRUE
1971,1972,44,Best Actor,Male,Gene Hackman,White,The French Connection,TRUE
1971,1972,44,Best Actor in supporting role,Male,Ben Johnson,White,The Last Picture Show,TRUE
1971,1972,44,Best Actress,Female,Jane Fonda,White,Klute,TRUE
1971,1972,44,ACTRESS IN A SUPPORTING ROLE,Female,Cloris Leachman,White,The Last Picture Show,TRUE
1972,1973,45,Best Actor,Male,Marlon Brando,White,The Godfather,TRUE
1972,1973,45,Best Actor in supporting role,Male,Joel Grey,White,Cabaret,TRUE
1972,1973,45,Best Actress,Female,Liza Minnelli,White,Cabaret,TRUE
1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Female,Eileen Heckart,White,Butterflies Are Free,TRUE
1973,1974,46,Best Actor,Male,Jack Lemmon,White,Save the Tiger,TRUE
1973,1974,46,Best Actor in supporting role,Male,John Houseman,White,The Paper Chase,TRUE
1973,1974,46,Best Actress,Female,Glenda Jackson,White,A Touch of Class,TRUE
1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Female,Tatum O'Neal,White,Paper Moon,TRUE
1974,1975,47,Best Actor,Male,Art Carney,White,Harry and Tonto,TRUE
1974,1975,47,Best Actor in supporting role,Male,Robert De Niro,White,The Godfather Part II,TRUE
1974,1975,47,Best Actress,Female,Ellen Burstyn,White,Alice Doesn't Live Here Anymore,TRUE
1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Female,Ingrid Bergman,White,Murder on the Orient Express,TRUE
1975,1976,48,Best Actor,Male,Jack Nicholson,White,One Flew over the Cuckoo's Nest,TRUE
1975,1976,48,Best Actor in supporting role,Male,George Burns,White,The Sunshine Boys,TRUE
1975,1976,48,Best Actress,Female,Louise Fletcher,White,One Flew over the Cuckoo's Nest,TRUE
1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Female,Lee Grant,White,Shampoo,TRUE
1976,1977,49,Best Actor,Male,Peter Finch,White,Network,TRUE
1976,1977,49,Best Actor in supporting role,Male,Jason Robards,White,All the President's Men,TRUE
1976,1977,49,Best Actress,Female,Faye Dunaway,White,Network,TRUE
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Female,Beatrice Straight,White,Network,TRUE
1977,1978,50,Best Actor,Male,Richard Dreyfuss,White,The Goodbye Girl,TRUE
1977,1978,50,Best Actor in supporting role,Male,Jason Robards,White,Julia,TRUE
1977,1978,50,Best Actress,Female,Diane Keaton,White,Annie Hall,TRUE
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Female,Vanessa Redgrave,White,Julia,TRUE
1978,1979,51,Best Actor,Male,Jon Voight,White,Coming Home,TRUE
1978,1979,51,Best Actor in supporting role,Male,Christopher Walken,White,The Deer Hunter,TRUE
1978,1979,51,Best Actress,Female,Jane Fonda,White,Coming Home,TRUE
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Female,Maggie Smith,White,California Suite,TRUE
1979,1980,52,Best Actor,Male,Dustin Hoffman,White,Kramer vs. Kramer,TRUE
1979,1980,52,Best Actor in supporting role,Male,Melvyn Douglas,White,Being There,TRUE
1979,1980,52,Best Actress,Female,Sally Field,White,Norma Rae,TRUE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Female,Meryl Streep,White,Kramer vs. Kramer,TRUE
1980,1981,53,Best Actor,Male,Robert De Niro,White,Raging Bull,TRUE
1980,1981,53,Best Actor in supporting role,Male,Timothy Hutton,White,Ordinary People,TRUE
1980,1981,53,Best Actress,Female,Sissy Spacek,White,Coal Miner's Daughter,TRUE
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Female,Mary Steenburgen,White,Melvin and Howard,TRUE
1981,1982,54,Best Actor,Male,Henry Fonda,White,On Golden Pond,TRUE
1981,1982,54,Best Actor in supporting role,Male,John Gielgud,White,Arthur,TRUE
1981,1982,54,Best Actress,Female,Katharine Hepburn,White,On Golden Pond,TRUE
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Female,Maureen Stapleton,White,Reds,TRUE
1982,1983,55,Best Actor,Male,Ben Kingsley,Asian,Gandhi,TRUE
1982,1983,55,Best Actor in supporting role,Male,"Louis Gossett, Jr.",Black,An Officer and a Gentleman,TRUE
1982,1983,55,Best Actress,Female,Meryl Streep,White,Sophie's Choice,TRUE
1982,1983,55,ACTRESS IN A SUPPORTING ROLE,Female,Jessica Lange,White,Tootsie,TRUE
1983,1984,56,Best Actor,Male,Robert Duvall,White,Tender Mercies,TRUE
1983,1984,56,Best Actor in supporting role,Male,Jack Nicholson,White,Terms of Endearment,TRUE
1983,1984,56,Best Actress,Female,Shirley MacLaine,White,Terms of Endearment,TRUE
1983,1984,56,ACTRESS IN A SUPPORTING ROLE,Female,Linda Hunt,White,The Year of Living Dangerously,TRUE
1984,1985,57,Best Actor,Male,F. Murray Abraham,Asian,Amadeus,TRUE
1984,1985,57,Best Actor in supporting role,Male,Haing S. Ngor,Asian,The Killing Fields,TRUE
1984,1985,57,Best Actress,Female,Sally Field,White,Places in the Heart,TRUE
1984,1985,57,ACTRESS IN A SUPPORTING ROLE,Female,Peggy Ashcroft,White,A Passage to India,TRUE
1985,1986,58,Best Actor,Male,William Hurt,White,Kiss of the Spider Woman,TRUE
1985,1986,58,Best Actor in supporting role,Male,Don Ameche,White,Cocoon,TRUE
1985,1986,58,Best Actress,Female,Geraldine Page,White,The Trip to Bountiful,TRUE
1985,1986,58,ACTRESS IN A SUPPORTING ROLE,Female,Anjelica Huston,White,Prizzi's Honor,TRUE
1986,1987,59,Best Actor,Male,Paul Newman,White,The Color of Money,TRUE
1986,1987,59,Best Actor in supporting role,Male,Michael Caine,White,Hannah and Her Sisters,TRUE
1986,1987,59,Best Actress,Female,Marlee Matlin,White,Children of a Lesser God,TRUE
1986,1987,59,ACTRESS IN A SUPPORTING ROLE,Female,Dianne Wiest,White,Hannah and Her Sisters,TRUE
1987,1988,60,Best Actor,Male,Michael Douglas,White,Wall Street,TRUE
1987,1988,60,Best Actor in supporting role,Male,Sean Connery,White,The Untouchables,TRUE
1987,1988,60,Best Actress,Female,Cher,White,Moonstruck,TRUE
1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Female,Olympia Dukakis,White,Moonstruck,TRUE
1988,1989,61,Best Actor,Male,Dustin Hoffman,White,Rain Man,TRUE
1988,1989,61,Best Actor in supporting role,Male,Kevin Kline,White,A Fish Called Wanda,TRUE
1988,1989,61,Best Actress,Female,Jodie Foster,White,The Accused,TRUE
1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Female,Geena Davis,White,The Accidental Tourist,TRUE
1989,1990,62,Best Actor,Male,Daniel Day Lewis,White,My Left Foot,TRUE
1989,1990,62,Best Actor in supporting role,Male,Denzel Washington,Black,Glory,TRUE
1989,1990,62,Best Actress,Female,Jessica Tandy,White,Driving Miss Daisy,TRUE
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Female,Brenda Fricker,White,My Left Foot,TRUE
1990,1991,63,Best Actor,Male,Jeremy Irons,White,Reversal of Fortune,TRUE
1990,1991,63,Best Actor in supporting role,Male,Joe Pesci,White,Good Fellas,TRUE
1990,1991,63,Best Actress,Female,Kathy Bates,White,Misery,TRUE
1990,1991,63,ACTRESS IN A SUPPORTING ROLE,Female,Whoopi Goldberg,Black,Ghost,TRUE
1991,1992,64,Best Actor,Male,Anthony Hopkins,White,The Silence of the Lambs,TRUE
1991,1992,64,Best Actor in supporting role,Male,Jack Palance,White,City Slickers,TRUE
1991,1992,64,Best Actress,Female,Jodie Foster,White,The Silence of the Lambs,TRUE
1991,1992,64,ACTRESS IN A SUPPORTING ROLE,Female,Mercedes Ruehl,Hispanic,The Fisher King,TRUE
1992,1993,65,Best Actor,Male,Al Pacino,White,Scent of a Woman,TRUE
1992,1993,65,Best Actor in supporting role,Male,Gene Hackman,White,Unforgiven,TRUE
1992,1993,65,Best Actress,Female,Emma Thompson,White,Howards End,TRUE
1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Female,Marisa Tomei,White,My Cousin Vinny,TRUE
1993,1994,66,Best Actor,Male,Tom Hanks,White,Philadelphia,TRUE
1993,1994,66,Best Actor in supporting role,Male,Tommy Lee Jones,White,The Fugitive,TRUE
1993,1994,66,Best Actress,Female,Holly Hunter,White,The Piano,TRUE
1993,1994,66,ACTRESS IN A SUPPORTING ROLE,Female,Anna Paquin,White,The Piano,TRUE
1994,1995,67,Best Actor,Male,Tom Hanks,White,Forrest Gump,TRUE
1994,1995,67,Best Actor in supporting role,Male,Martin Landau,White,Ed Wood,TRUE
1994,1995,67,Best Actress,Female,Jessica Lange,White,Blue Sky,TRUE
1994,1995,67,ACTRESS IN A SUPPORTING ROLE,Female,Dianne Wiest,White,Bullets over Broadway,TRUE
1995,1996,68,Best Actor,Male,Nicolas Cage,White,Leaving Las Vegas,TRUE
1995,1996,68,Best Actor in supporting role,Male,Kevin Spacey,White,The Usual Suspects,TRUE
1995,1996,68,Best Actress,Female,Susan Sarandon,White,Dead Man Walking,TRUE
1995,1996,68,ACTRESS IN A SUPPORTING ROLE,Female,Mira Sorvino,White,Mighty Aphrodite,TRUE
1996,1997,69,Best Actor,Male,Geoffrey Rush,White,Shine,TRUE
1996,1997,69,Best Actor in supporting role,Male,Cuba Gooding Jr.,Black,Jerry Maguire,TRUE
1996,1997,69,Best Actress,Female,Frances McDormand,White,Fargo,TRUE
1996,1997,69,ACTRESS IN A SUPPORTING ROLE,Female,Juliette Binoche,White,The English Patient,TRUE
1997,1998,70,Best Actor,Male,Jack Nicholson,White,As Good as It Gets,TRUE
1997,1998,70,Best Actor in supporting role,Male,Robin Williams,White,Good Will Hunting,TRUE
1997,1998,70,Best Actress,Female,Helen Hunt,White,As Good as It Gets,TRUE
1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Female,Kim Basinger,White,L.A. Confidential,TRUE
1998,1999,71,Best Actor,Male,Roberto Benigni,White,Life Is Beautiful,TRUE
1998,1999,71,Best Actor in supporting role,Male,James Coburn,White,Affliction,TRUE
1998,1999,71,Best Actress,Female,Gwyneth Paltrow,White,Shakespeare in Love,TRUE
1998,1999,71,ACTRESS IN A SUPPORTING ROLE,Female,Judi Dench,White,Shakespeare in Love,TRUE
1999,2000,72,Best Actor,Male,Kevin Spacey,White,American Beauty,TRUE
1999,2000,72,Best Actor in supporting role,Male,Michael Caine,White,The Cider House Rules,TRUE
1999,2000,72,Best Actress,Female,Hilary Swank,Hispanic,Boys Don't Cry,TRUE
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Female,Angelina Jolie,White,"Girl, Interrupted",TRUE
2000,2001,73,Best Actor,Male,Russell Crowe,White,Gladiator,TRUE
2000,2001,73,Best Actor in supporting role,Male,Benicio Del Toro,White,Traffic,TRUE
2000,2001,73,Best Actress,Female,Julia Roberts,White,Erin Brockovich,TRUE
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Female,Marcia Gay Harden,White,Pollock,TRUE
2001,2002,74,Best Actor,Male,Denzel Washington,Black,Training Day,TRUE
2001,2002,74,Best Actor in supporting role,Male,Jim Broadbent,White,Iris,TRUE
2001,2002,74,Best Actress,Female,Halle Berry,Black,Monster's Ball,TRUE
2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Female,Jennifer Connelly,White,A Beautiful Mind,TRUE
2002,2003,75,Best Actor,Male,Adrien Brody,White,The Pianist,TRUE
2002,2003,75,Best Actor in supporting role,Male,Chris Cooper,White,Adaptation,TRUE
2002,2003,75,Best Actress,Female,Nicole Kidman,White,The Hours,TRUE
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Female,Catherine Zeta-Jones,White,Chicago,TRUE
2003,2004,76,Best Actor,Male,Sean Penn,White,Mystic River,TRUE
2003,2004,76,Best Actor in supporting role,Male,Tim Robbins,White,Mystic River,TRUE
2003,2004,76,Best Actress,Female,Charlize Theron,White,Monster,TRUE
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Female,Renée Zellweger,White,Cold Mountain,TRUE
2004,2005,77,Best Actor,Male,Jamie Foxx,Black,Ray,TRUE
2004,2005,77,Best Actor in supporting role,Male,Morgan Freeman,Black,Million Dollar Baby,TRUE
2004,2005,77,Best Actress,Female,Hilary Swank,Hispanic,Million Dollar Baby,TRUE
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Female,Cate Blanchett,White,The Aviator,TRUE
2005,2006,78,Best Actor,Male,Philip Seymour Hoffman,White,Capote,TRUE
2005,2006,78,Best Actor in supporting role,Male,George Clooney,White,Syriana,TRUE
2005,2006,78,Best Actress,Female,Reese Witherspoon,White,Walk the Line,TRUE
2005,2006,78,ACTRESS IN A SUPPORTING ROLE,Female,Rachel Weisz,White,The Constant Gardener,TRUE
2006,2007,79,Best Actor,Male,Forest Whitaker,Black,The Last King of Scotland,TRUE
2006,2007,79,Best Actor in supporting role,Male,Alan Arkin,White,Little Miss Sunshine,TRUE
2006,2007,79,Best Actress,Female,Helen Mirren,White,The Queen,TRUE
2006,2007,79,ACTRESS IN A SUPPORTING ROLE,Female,Jennifer Hudson,Black,Dreamgirls,TRUE
2007,2008,80,Best Actor,Male,Daniel Day-Lewis,White,There Will Be Blood,TRUE
2007,2008,80,Best Actor in supporting role,Male,Javier Bardem,White,No Country for Old Men,TRUE
2007,2008,80,Best Actress,Female,Marion Cotillard,White,La Vie en Rose,TRUE
2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Female,Tilda Swinton,White,Michael Clayton,TRUE
2008,2009,81,Best Actor,Male,Sean Penn,White,Milk,TRUE
2008,2009,81,Best Actor in supporting role,Male,Heath Ledger,White,The Dark Knight,TRUE
2008,2009,81,Best Actress,Female,Kate Winslet,White,The Reader,TRUE
2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Female,Penélope Cruz,White,Vicky Cristina Barcelona,TRUE
2009,2010,82,Best Actor,Male,Jeff Bridges,White,Crazy Heart,TRUE
2009,2010,82,Best Actor in supporting role,Male,Christoph Waltz,White,Inglourious Basterds,TRUE
2009,2010,82,Best Actress,Female,Sandra Bullock,White,The Blind Side,TRUE
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Female,Mo'Nique,Black,Precious: Based on the Novel 'Push' by Sapphire,TRUE
2010,2011,83,Best Actor,Male,Colin Firth,White,The King's Speech,TRUE
2010,2011,83,Best Actor in supporting role,Male,Christian Bale,White,The Fighter,TRUE
2010,2011,83,Best Actress,Female,Natalie Portman,Asian,Black Swan,TRUE
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Female,Melissa Leo,White,The Fighter,TRUE
2011,2012,84,Best Actor,Male,Jean Dujardin,White,The Artist,TRUE
2011,2012,84,Best Actor in supporting role,Male,Christopher Plummer,White,Beginners,TRUE
2011,2012,84,Best Actress,Female,Meryl Streep,White,The Iron Lady,TRUE
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Female,Octavia Spencer,Black,The Help,TRUE
2012,2013,85,Best Actor,Male,Daniel Day-Lewis,White,Lincoln,TRUE
2012,2013,85,Best Actor in supporting role,Male,Christoph Waltz,White,Django Unchained,TRUE
2012,2013,85,Best Actress,Female,Jennifer Lawrence,White,Silver Linings Playbook,TRUE
2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Female,Anne Hathaway,White,Les Misérables,TRUE
2013,2014,86,Best Actor,Male,Matthew McConaughey,White,Dallas Buyers Club,TRUE
2013,2014,86,Best Actor in supporting role,Male,Jared Leto,White,Dallas Buyers Club,TRUE
2013,2014,86,Best Actress,Female,Cate Blanchett,White,Blue Jasmine,TRUE
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Female,Lupita Nyong'o,Black,12 Years a Slave,TRUE
2014,2015,87,Best Actor,Male,Eddie Redmayne,White,The Theory of Everything,TRUE
2014,2015,87,Best Actor in supporting role,Male,J.K. Simmons,White,Whiplash,TRUE
